target,text,num_characters,num_words,num_sentences,transformed_text
1,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,169,27,1,cd 4u congratul ur award cd gift voucher gift guarante freeentri 2 wkli draw xt music 87066 tnc
0,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,247,65,4,someon year lt gt toyota camri like mr olayiwola mileag lt gt clean need know much sell rais dough soon land sell holla back
0,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,81,20,2,guess pub im im happi pig clover whatev say
0,ILL B DOWN SOON,15,4,1,ill b soon
0,Oh k. . I will come tomorrow,28,7,2,oh come tomorrow
0,Go fool dont cheat others ok,28,6,1,go fool dont cheat other ok
0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",78,12,1,mobil sm ur mail regard achan
0,"By the way, 'rencontre' is to meet again. Mountains dont....",60,14,2,way meet mountain dont
1,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,156,27,2,guarante cash prize claim yr prize call custom servic repres 08714712412 cost 10p
0,U attend ur driving lesson how many times a wk n which day?,59,14,1,u attend ur drive lesson mani time wk n day
0,"Uncle G, just checking up on you. Do have a rewarding month",59,14,2,uncl g check reward month
0,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,146,36,4,hello boytoy geeee miss today like send tm remind think love love kiss
0,I think the other two still need to get cash but we can def be ready by 9,73,18,1,think two still need get cash def readi 9
0,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,47,13,1,hey gal u wan na meet 4 dinner nìâte
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,154,25,3,dear 0776xxxxxxx u invit xchat final attempt contact u txt chat 86688 ldn 18yr
0,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,152,40,8,babe talk think good boy miss love
0,Great! How is the office today?,31,8,2,great offic today
0,"It's cool, we can last a little while. Getting more any time soon?",66,17,2,cool last littl get time soon
0,:-( sad puppy noise,19,6,1,sad puppi nois
0,Yes its possible but dint try. Pls dont tell to any one k,57,14,2,ye possibl dint tri pl dont tell one k
0,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,100,20,1,anyway holla whenev around need excus go creep peopl sarasota
0,Where you. What happen,22,5,2,happen
0,I was gonna ask you lol but i think its at 7,44,13,1,gon na ask lol think 7
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,146,24,2,ur current 500 pound maxim ur send go 86688 cc 08718720201
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,133,20,4,privat 2003 account statement show 800 point call 08715203685 identifi expir
0,Go chase after her and run her over while she's crossing the street,67,14,1,go chase run cross street
1,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),126,26,3,like tell deepest darkest fantasi call 09094646631 stop text call 08712460324 nat rate
0,Hey... Very inconvenient for your sis a not huh?,48,11,2,hey inconveni si huh
0,Ok i vl..do u know i got adsense approved..,43,12,1,ok vl u know got adsens approv
0,"* Was really good to see you the other day dudette, been missing you!",69,16,1,realli good see day dudett miss
0,I want to go to perumbavoor,27,6,1,want go perumbavoor
0,How many times i told in the stage all use to laugh. You not listen aha.,72,18,2,mani time told stage use laugh listen aha
0,(You didn't hear it from me),28,9,1,hear
0,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,133,31,3,thank talk saturday dear cherish brother role model
0,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,98,22,1,pl clarifi back open return ticket prepon go back kerala
1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,135,27,3,natali invit friend repli see stop send stop frnd 62468
0,She ran off with a younger man. we will make pretty babies together :),70,16,2,ran younger man make pretti babi togeth
1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,109,27,6,jamster get free wallpap text heart 88888 c appli 16 need help call 08701213186
0,O ic lol. Should play 9 doors sometime yo,41,10,2,ic lol play 9 door sometim yo
0,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",111,31,3,dunno dad said come home 2 bring us 4 lunch yup go w u lor call u reach school lor
0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,89,22,4,u go doctor 4 liver get bit stylish get ur hair manag that
0,Hmmm.still we dont have opener?,31,6,1,dont open
0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,89,21,1,yeah basic time next week get away mom amp get 3
0,I will vote for wherever my heart guides me,43,9,1,vote wherev heart guid
0,With my sis lor... We juz watched italian job.,46,11,1,si lor juz watch italian job
0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",111,29,3,tick tick tick could die loneli know pout stomp feet need
0,Lmao you know me so well...,27,7,1,lmao know well
0,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,175,40,4,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way
0,Goodnight da thangam I really miss u dear.,42,9,1,goodnight da thangam realli miss u dear
0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,138,32,1,hey next sun 1030 basic yoga cours bugi go pilat intro next sat tell time r free
0,"Geeeee ... Your internet is really bad today, eh ?",50,11,2,geeeee internet realli bad today eh
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,145,25,2,free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt call mobileupd8 08001950382
0,I think i am disturbing her da,30,7,1,think disturb da
0,"Sorry, I'll call you  later. I am in meeting sir.",49,14,2,sorri call later meet sir
0,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,91,24,4,havent stuck orchard dad car go 4 dinner u leh r free tonight
0,Ok i also wan 2 watch e 9 pm show...,36,11,1,ok also wan 2 watch e 9 pm show
0,I dunno lei... Like dun haf...,30,8,1,dunno lei like dun haf
0,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,63,23,2,brother transfer lt gt lt gt pa
0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,119,26,3,call later afternoon onword mtnl servic get problem south mumbai hear listen
1,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,132,20,2,83039 uk break accommodationvouch term condit appli 2 claim mustprovid claim number 15541
0,Talk to g and x about that,26,7,1,talk g x
0,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),82,22,2,hai dear friend new amp present number rajitha raj ranju
1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,160,36,3,5p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti
0,As in different styles?,23,5,1,differ style
1,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,137,25,5,win shop spree everi week start 2 play text store skilgm tscs08714740323 1winawk age16
0,Gud ni8 dear..slp well..take care..swt dreams..Muah..,53,15,1,gud ni8 dear slp well take care swt dream muah
1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",132,27,2,2nd attempt contract u week top prize either cash prize call 09066361921
0,"Well, i'm glad you didn't find it totally disagreeable ... Lol",62,14,1,well glad find total disagre lol
0,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",74,23,4,guy flash go call call madam take care oh
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,158,30,2,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705
0,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,93,23,3,mark work tomorrow get work hous meet u afterward
0,\Keep ur problems in ur heart,29,6,1,ur problem ur heart
0,"Yeah, give me a call if you've got a minute",43,12,1,yeah give call got minut
0,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,119,17,1,babe uawak feellikw via alett thatmum gotmarri ourback åð fuckinnic selfish
0,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),256,49,4,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount woman hitler eleven plu two plu one amaz
0,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,51,14,2,aiya discuss later lar pick 4
0,Hey happy birthday...,21,4,1,hey happi birthday
0,Sorry i missed your call. Can you please call back.,51,12,2,sorri miss call pleas call back
0,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,85,22,2,omg one thing anoth cat worm bad day end
0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",94,20,1,good morn im suffer fever dysentri abl come offic today
0,I wont do anything de.,22,6,1,wont anyth de
0,What type of stuff do you sing?,31,8,1,type stuff sing
0,"St andre, virgil's cream",24,6,1,st andr virgil cream
0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",65,17,1,fri ah oki lor goin 4 drivin den go shoppin tt
0,Gokila is talking with you aha:),32,8,1,gokila talk aha
0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",120,22,2,hi shanil rakhesh exchang uncut diamond back excel servic dino prem
0,K.k.this month kotees birthday know?,36,6,1,month kote birthday know
0,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,71,21,2,realli realli broke oh amount small even lt gt
0,Sorry about that this is my mates phone and i didnt write it love Kate,70,15,1,sorri mate phone didnt write love kate
1,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",149,33,2,themob hit link get premium pink panther game new 1 sugabab crazi zebra anim badass hoodi 4 free
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",166,38,3,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit may come co money
0,"Aight, call me once you're close",32,8,1,aight call close
0,Nope thats fine. I might have a nap tho! ,41,11,2,nope that fine might nap tho
1,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,153,25,1,msg mobil content order resent previou attempt fail due network error queri customersqueri
0,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,98,19,2,news hassl get weed week andr money haughaighgtujhyguj
0,Ding me on ya break fassyole! Blacko from londn,47,10,2,ding ya break fassyol blacko londn
0,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,57,15,1,realli need 2 kiss u miss u babi ur babi 4eva
0,Oh you got many responsibilities.,33,6,1,oh got mani respons
1,You have 1 new message. Please call 08715205273,47,9,2,1 new messag pleas call 08715205273
0,I've reached sch already...,27,6,1,reach sch alreadi
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,159,30,4,decemb mobil entitl updat latest colour camera mobil free call mobil updat vco free 08002986906
0,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,91,20,2,u definit need modul e human di sem izzit u wan 2 take modul 1st
0,Argh why the fuck is nobody in town ;_;,39,11,1,argh fuck nobodi town
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",156,33,3,get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 origin n best tone 3gbp network oper rate appli
0,Thanks. Fills me with complete calm and reassurance! ,53,10,2,thank fill complet calm reassur
0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,88,15,1,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean
0,Are you driving or training?,28,6,1,drive train
0,Lol for real. She told my dad I have cancer,43,11,2,lol real told dad cancer
1,PRIVATE! Your 2003 Account Statement for 078,44,8,2,privat 2003 account statement 078
0,"Oops I did have it,  &lt;#&gt; ?",32,14,1,oop lt gt
0,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",73,17,1,enufcredeit ileav uni 6 bu yor hous
0,"Hi Chikku, send some nice msgs",30,7,1,hi chikku send nice msg
0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",154,33,2,imposs argu alway treat like sub like never releas remind necessari
0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",107,27,1,work ah den 6 plu lor u workin oso rite den go orchard lor place go liao
0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",101,22,3,wonder okor great month cherish guy wish well day mojibiola
0,Cuz ibored. And don wanna study,31,8,2,cuz ibor wan na studi
0,Wot about on wed nite I am 3 then but only til 9!,49,14,1,wot wed nite 3 til 9
0,Any way where are you and what doing.,37,9,1,way
0,That sucks. I'll go over so u can do my hair. You'll do it free right?,70,21,3,suck go u hair free right
0,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,114,30,4,still work time also tri ad zero save check lt gt
0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",116,29,2,hmm dunno leh mayb bag 4 goigng dat small ju anyth except perfum smth dat keep
0,Sday only joined.so training we started today:),47,9,1,sday train start today
0,Sorry * was at the grocers.,27,7,1,sorri grocer
0,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,87,18,1,nice pub near franki n benni near warner cinema
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",164,35,4,4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min
0,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,88,22,3,yup havent want go yoga call book
0,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,228,55,5,oh shut omg yesterday dream 2 kid boy piss kid boy even told mark dream chang diaper caus get owe face
0,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,102,20,2,yeah imagin would realli gentl unlik doc treat patient like turkey
0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,133,29,2,start dont stop pray good idea anyth see help guy forward link
0,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,88,21,1,hi darlin im helen fone im gon na b princ 2 nite pleas come tb love kate
0,I'm in office now da:)where are you?,36,12,1,offic da
0,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,77,22,3,aiyar u poor thing give u support k jia think u
0,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,104,20,4,oh unintent bad time great finger train play along give fifteen min warn
1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,156,28,2,get garden readi summer free select summer bulb seed worth scotsman saturday stop go2
0,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),87,23,1,k come wenev u lik come also tel vikki come get free time
0,Pls call me da. What happen.,28,8,2,pl call da happen
0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",130,28,1,happi new year u ur famili may new year bring happi stabil tranquil ur vibrant colour life
0,No problem with the renewal. I.ll do it right away but i dont know his details.,79,18,2,problem renew right away dont know detail
0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,184,43,3,idk sit stop shop park lot right bawl eye feel like failur everyth nobodi want feel like fail
0,Haven't left yet so probably gonna be here til dinner,53,12,1,left yet probabl gon na til dinner
0,"Like  &lt;#&gt; , same question",31,11,1,like lt gt question
0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,85,22,3,new year eve went parti boyfriend si hey
0,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",77,16,1,sir need velusami sir date birth compani bank facil detail
0,K k:) sms chat with me.,23,9,1,k k sm chat
0,I will come with karnan car. Please wait till 6pm will directly goto doctor.,76,16,2,come karnan car pleas wait till 6pm directli goto doctor
0,No but the bluray player can,28,6,1,bluray player
0,Ok... Then r we meeting later?,30,8,1,ok r meet later
0,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,75,20,3,lol need cash nitro hurri come crash
0,Just send a text. We'll skype later.,36,10,2,send text skype later
0,Ok leave no need to ask,23,6,1,ok leav need ask
0,ÌÏ still got lessons?  ÌÏ in sch?,33,9,2,ìï still got lesson ìï sch
0,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,99,27,3,dun believ leh tot told true alreadi thk muz c us tog believ
0,Oh did you charge camera,24,5,1,oh charg camera
0,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",67,17,1,got salt rub open wound like
0,Now i'm going for lunch.,24,7,1,go lunch
0,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,85,24,1,school n da lab stuff give call r done
0,"Aight, text me tonight and we'll see what's up",46,12,1,aight text tonight see
0,U 2.,4,3,1,u 2
0,Water logging in desert. Geoenvironmental implications.,55,8,2,water log desert geoenvironment implic
0,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",86,21,3,strang watch 2nd one bed sweet dream miss u
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,119,29,3,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021
0,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",101,27,1,hi hope u r ok said would text u seen let gentli pleas
0,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",157,45,9,babe fuck love know fuck good hear voic need crave ca get enough ador ahmad kiss
0,K sure am in my relatives home. Sms me de. Pls:-),49,16,3,k sure rel home sm de pl
0,"Fuuuuck I need to stop sleepin, sup",35,8,1,fuuuuck need stop sleepin sup
0,I'm in town now so i'll jus take mrt down later.,48,14,1,town ju take mrt later
0,I just cooked a rather nice salmon a la you,43,10,1,cook rather nice salmon la
0,I uploaded mine to Facebook,27,5,1,upload mine facebook
0,WHAT TIME U WRKIN?,18,5,1,time u wrkin
1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,142,36,2,ree entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail
1,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,156,32,3,record indic u mayb entitl 5000 pound compens accid claim 4 free repli claim msg 2 stop txt stop
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,69,17,1,oh oh den muz chang plan liao go back yan jiu
0,"It's wylie, you in tampa or sarasota?",37,10,1,wyli tampa sarasota
0,Ok... Take ur time n enjoy ur dinner...,39,10,1,ok take ur time n enjoy ur dinner
0,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,134,33,3,darren say dat u meet da ge den dun meet 4 dinner co later u leav xy feel awkward den u meet 4 lunch lor
1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",150,29,1,spook mob halloween collect logo pic messag plu free eeri tone txt card spook 8007 zed 08701417012150p per
0,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,85,20,2,like cheap happi splash wine make feel better
0,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,116,25,4,fine difficulti phone work mine pl send anoth friend request
0,Ugh my leg hurts. Musta overdid it on mon.,42,11,2,ugh leg hurt musta overdid mon
1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,151,29,5,call germani 1 penc per minut call fix line via access number 0844 861 85 prepay direct access
0,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,40,9,1,wot student discount u get book
0,How come she can get it? Should b quite diff to guess rite...,61,15,2,come get b quit diff guess rite
1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,160,27,3,mobil 11mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd8 freefon 08000839402 2stoptxt
0,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",109,29,4,babe answer ca see mayb better reboot ym got photo great
0,Hi.what you think about match?,30,6,1,think match
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",329,67,6,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop
0,Dai i downloaded but there is only exe file which i can only run that exe after installing.,91,19,1,dai download exe file run exe instal
0,It is only yesterday true true.,31,7,1,yesterday true true
0,K.k.how is your business now?,29,6,1,busi
0,3 pa but not selected.,22,6,1,3 pa select
0,Well thats nice. Too bad i cant eat it,38,10,2,well that nice bad cant eat
0,I accidentally brought em home in the box,41,8,1,accident brought em home box
0,Pls she needs to dat slowly or she will vomit more.,51,12,1,pl need dat slowli vomit
0,I have to take exam with in march 3,35,9,1,take exam march 3
0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",89,24,3,jane babe goin 2 wrk feel ill lst nite fone alreadi cover 4 chuck
0,5 nights...We nt staying at port step liao...Too ex,51,13,1,5 night nt stay port step liao ex
0,If I die I want u to have all my stuffs.,40,12,1,die want u stuff
0,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",112,31,6,fuck juswok bed boatin dock slept wid 25 year old spinout giv u da gossip l8r
0,I re-met alex nichols from middle school and it turns out he's dealing!,71,15,1,alex nichol middl school turn deal
1,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,146,27,3,privat 2003 account statement fone show 800 point call 08715203656 identifi code 42049 expir
0,It means u could not keep ur words.,35,9,1,mean u could keep ur word
0,"Nope, I'm still in the market",29,8,1,nope still market
0,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,143,37,3,realis busi guy tri bother get exam outta way tri car gr8 day
0,Hey what how about your project. Started aha da.,48,11,2,hey project start aha da
0,Ok cool. See ya then.,21,7,2,ok cool see ya
0,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,98,23,2,uworld site buy qbank buy self assess also
1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,155,28,2,someonon know tri contact via date servic find could call mobil landlin 09064015307 box334sk38ch
0,Yeah I can still give you a ride,32,8,1,yeah still give ride
0,"Jay wants to work out first, how's 4 sound?",43,12,1,jay want work first 4 sound
0,"Gud gud..k, chikku tke care.. sleep well gud nyt",48,13,1,gud gud k chikku tke care sleep well gud nyt
0,Hmm thinking lor...,19,4,1,hmm think lor
0,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,133,34,3,cours teas know simpli must see grin keep post prey love smile devour kiss
0,thanks for the temales it was wonderful. Thank. Have a great week.,66,15,3,thank temal wonder thank great week
0,Thank you princess! I want to see your nice juicy booty...,58,13,2,thank princess want see nice juici booti
0,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,119,29,3,eaten day sit stare juici pizza ca eat med ruin life
0,U come n search tat vid..not finishd..,38,10,1,u come n search tat vid finishd
0,"K I'm leaving soon, be there a little after 9",45,12,1,k leav soon littl 9
1,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,127,29,5,urgent pleas call 09061213237 landlin cash 4 holiday await collect cs sae po box 177 m227xi
0,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",99,24,1,yeah work fine start last week stuff dull easi guy fun
0,You do your studies alone without anyones help. If you cant no need to study.,77,17,2,studi alon without anyon help cant need studi
0,Please tell me not all of my car keys are in your purse,55,13,1,pleas tell car key purs
0,I didnt get anything da,23,5,1,didnt get anyth da
0,Ok... Sweet dreams...,21,5,1,ok sweet dream
0,Well she's in for a big surprise!,33,9,1,well big surpris
0,1 in cbe. 2 in chennai.,23,8,2,1 cbe 2 chennai
0,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,82,19,1,help u swoop pick u wherev ur bird r meet u want
0,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,127,34,3,anyon call treadmil say buy make sure work found ad craigslist sell lt gt
0,I absolutely LOVE South Park! I only recently started watching the office.,74,14,2,absolut love south park recent start watch offic
0,Did you see that film:),23,7,1,see film
0,Pls speak with me. I wont ask anything other then you friendship.,65,14,2,pl speak wont ask anyth friendship
0,Gud ni8.swt drms.take care,26,4,1,gud care
0,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,152,34,2,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u
0,Anything lar then Ì_ not going home 4 dinner?,45,10,1,anyth lar go home 4 dinner
0,\ER,3,1,1,
1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",145,32,2,prize go anoth custom c polo ltd suit 373 london w1j 6hl pleas call back busi
0,Did u fix the teeth?if not do it asap.ok take care.,51,14,1,u fix teeth take care
